variable_1,variable_2
-4.092320326709926,-3.147804847232059
-5.060609830616343,-2.518785460183903
-1.5146098081444759,-1.9364986559429838
-4.067302195230692,-2.7177197816962035
-3.778286699680711,-2.8741629115969642
-5.16566331958846,-2.668060866729406
-4.341851978748926,-2.0313976598364474
-4.316840067526464,-3.1623887373298136
-4.183020220150664,-3.1490268620847055
-4.967654018894754,-3.0401640040454776
-3.6318406821691056,-2.6976308467580514
-5.326449610641483,-3.290038248583029
-3.4385954763649154,-2.4061193274845136
-4.680518229257184,-2.649165926028737
-4.562738174956487,-2.549262863219368
-6.2913822893891655,-3.9450893590445615
-3.235179033709823,-2.5645096298850665
-4.955495295780579,-2.3547125803951783
-3.6730282834880006,-2.81111062621794
-3.2354518887986563,-1.7212039620945652
-4.958022211521682,-2.6934693764566977
-3.3131519642198928,-2.003278118254993
-4.182149053319987,-2.470305272781205
-5.024908006275627,-2.9128791228853816
-4.77311645761495,-2.8696695366202802
-4.472601247563358,-2.386159532407772
-2.2991043786569647,-1.7851977323192383
-3.3234827320212457,-2.5104418457730513
-4.048913164064656,-1.6647897116840917
-3.2649360232588407,-1.5538048638534243
-2.043797413049218,-1.6590302757590696
-4.320970647514715,-2.3319795848660725
-4.981841745058993,-2.5619511234685146
-3.5011320804392803,-2.5026539270292454
-4.911183103018979,-3.0917505717336633
-2.3078585062481083,-2.258453420793315
-3.0930438621726375,-1.7343152439451412
-4.323113272587018,-2.2730582225303255
-3.5613072917391193,-2.176833636946064
-4.623969247375499,-3.007947672719061
-4.351833464056637,-3.067203040903529
-3.5043362881792772,-2.4579151108516433
-2.782428303939038,-1.576022428287319
-3.4795563907877742,-2.217747875231286
-4.6423167903205,-2.5822715613999665
-4.718516800040342,-2.9364638698071186
-3.5090240140961035,-2.2864343350613745
-1.7741683558344215,-2.157154931449999
-2.2878057267246534,-2.1694985064896506
-4.230320722823237,-3.1432657509646855
-3.8874690690389384,-1.6921935111163855
-3.7782299381898,-1.9579974337095454
-2.910067635614459,-2.042296647589909
-2.859987018581598,-2.0927776869497303
-4.525992649294782,-3.7728958739282437
-4.54098119888449,-2.648978186625281
-2.9933966864527144,-2.8009126496977306
-3.954438515869212,-2.7808995259544957
-4.264649941457465,-2.6272816748324046
-5.729142002249027,-3.5517205953451447
-2.9013865029249066,-1.8161203284992062
-4.568725685749661,-2.017703768583348
-5.016123853552327,-2.831472227481325
-5.348823357108239,-3.897563946033553
-3.066156640338752,-2.5401536315860227
-3.237757048435445,-2.8901007651346093
-4.655360749396012,-2.974356292573509
-2.118294289506758,-2.090470365828955
-4.549019232344431,-2.307411223463556
-6.919838452440516,-2.364806076141639
-4.226638443274935,-3.189736262610995
-1.6863198286577723,-1.1230170665908776
-2.9946808319672122,-2.207925141980123
-3.2839684251259524,-2.2026687372106157
-5.2260119029699075,-3.057492965465685
-3.5766808245619695,-2.8727938961341413
-2.016895752823484,-1.7320297102861113
-4.360701446948277,-1.6723337463341577
-4.379104674394423,-2.1343163437389
-3.161297137031487,-2.7392511326473503
-2.7512620845770863,-2.2577569495494743
-6.177946979946727,-4.124155208293814
-4.720125911477474,-3.400659155117723
-5.130367007235357,-2.8756764607117278
-3.815638453750825,-2.426042999500838
-3.3760071080272365,-1.913288152802608
-3.2010328770099403,-2.7836721941868134
-2.6160766420306074,-1.66918538034276
-5.798866982502744,-3.358553133791384
-3.935721277305702,-2.3013974954109178
-5.5084848692967885,-3.1708773243523343
-3.8050248529450807,-1.7597514936527054
-4.84352129767759,-2.0612334888388366
-3.9129611120510495,-3.1592732724862564
-2.867239057193132,-0.9504263841390228
-5.879292234643944,-3.5966105943862248
-3.920464832003281,-1.6161981721607888
-2.5526692200176857,-2.2504298287492412
-4.623459595655814,-3.056785828380721
-3.9553980909223725,-2.5705681383718164
-0.20003757951208068,3.86519000429814
-0.6115320854582993,3.434196019048391
-0.3102173441364994,0.9381274718330097
-1.4988309832354365,2.0189222371987356
-0.9090318647472889,2.165638767659562
-2.188206801266128,3.92845309168551
-1.3268373546785839,3.132357257684912
-0.2300907322423975,3.049890470010391
-0.31636986896340946,4.070780760487121
-1.399917217802244,2.8847216687504815
-0.762912849340936,3.004867064605163
-1.7700143316698815,3.1670818940710186
-0.8828661453024058,3.3471277306902425
-0.6608912147756778,6.357536612497286
-0.887287924890818,2.2027737682806774
-0.8705241369539153,1.4691461963384016
-0.32392402281956956,3.7988818375024733
-1.1704031591393536,2.2624124132875174
-0.3504184413462129,0.8076279917769988
-0.9716768121839018,1.9224070538106544
-0.7529100298541744,2.217234577975169
-1.3390023741122064,0.9626107406976017
-2.589820464733316,5.269208079514353
0.5851288208839505,2.3796825993254083
-2.7872520811061703,6.145518806369699
-0.647429246219384,2.8670074189368897
-2.252638610859207,4.892165370115132
-0.4062406898435288,3.093227855577247
-1.3985688620436856,3.598809389056461
-1.8504039443179354,2.765404851512619
-1.0900640821489942,2.882689996079183
-1.4442218370173296,3.338818886463932
-0.5048834026711719,3.929738747901146
-0.825085795434988,3.4442913413238903
-1.0186536342436885,3.2583975750815295
-0.5394369775679636,2.47372938021834
0.40062003161749327,3.531027856247821
-1.3018899991358615,5.008714485645211
-1.4575921020424523,2.1292338999252314
-1.2477209640950484,4.563184271675957
-2.3078239024510565,3.3623805290484787
-1.0297876047878434,4.313656914119093
-0.9169713383679456,1.8817866677500688
-1.0585694572063378,3.5006133394340173
-0.9647215923120205,2.857462626749292
-0.8117234641650041,2.95517112274806
-3.1933746664566294,4.279195527709256
-0.8014136255034343,2.9767952204572037
-1.3469574394093058,3.4472848595216834
-0.16758969852536643,1.3392266508788018
-2.609237933911606,4.776255902313077
-1.518490387831707,4.080007343791488
-1.6657273418385499,2.9123889231425397
-0.03364043532731387,3.1046310703873083
-0.07425454540615517,4.202311556619681
-1.1277785449503228,4.584992199363475
-1.3272346935983586,5.207178078576091
-1.4850169723519615,4.047329470646838
-1.4786861072420154,3.1271901811026135
-2.11747031519415,4.040355771989071
-1.39981172959679,4.019363675123482
-0.9220834595855915,4.643444221317641
-1.1637651683605015,5.352468321341887
-0.49040543841531303,1.4594397113828392
-0.9258194345745481,1.8043770444820737
-1.1157273229608486,4.993132952815522
-1.4157368134117876,2.220309761084738
-1.8056844116813595,2.9815080603784687
-0.5601097525913927,2.528164447227506
-1.0092398729688667,4.596214996997766
0.00513406821693474,0.7471739519892409
-0.7551737999196879,3.3656967080854465
-2.915687276634956,4.543449448805555
-0.4062214467249968,2.674411354499522
0.5201332187532843,1.7717111974250062
-0.5770147340722875,3.7816615623330474
-0.26784007433644097,2.743172848111626
-1.2240444807239794,4.422206801663034
-0.9060257785519944,3.513993839738769
-0.7924380627016504,2.220935601625656
-0.6960457806363028,3.112689617170201
-2.0428926538981704,4.076657150309992
0.01106335556387572,3.3726144543564613
-1.2750328268944633,2.211316273836754
-0.5200064323400719,3.598830278902753
-0.13650245086806856,3.4905586630132563
-0.7520364885065243,4.3171102545682505
0.3244171532499245,4.295509187185885
-2.235650234371271,2.555549929831745
-1.8634155481544687,4.8661869075763935
-0.1831212440028459,3.592433012988766
-1.253114122563892,1.17842024032482
-0.9548055591963467,1.2752065115558848
-0.812556470254284,3.792504488012524
-2.0194638668485565,3.207887770558161
-0.1514477407045003,0.6742097700089444
-0.5340742988245889,2.7779540785273786
-1.1568205566790792,3.9998669469001906
-1.1179142104223245,4.082795088528562
-1.6465599730732323,3.634751232698075
3.2116219599412155,2.15864596099525
4.260577525193353,1.6825557183408288
3.946604829188396,1.785673914008191
3.27672073487316,2.6687796323919772
1.3096606479011155,0.9547505927524598
1.8454708405333766,0.11857853561986076
2.6886302537660765,2.6042129264917575
3.1012110704752627,2.1594634620672304
4.542380948132022,3.070414780718373
3.3274875223150144,3.091295832616846
3.496623254518043,1.32486796815356
